Product ID,Product Name,Category,Sub-Category
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Technology,Accessories
TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,Technology,Machines
OFF-PA-10002960,Xerox 1926,Office Supplies,Paper
OFF-PA-10000919,Xerox 1918,Office Supplies,Paper
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art
OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,Fasteners
OFF-SU-10004768,Acme Kleencut Forged Steel Scissors,Office Supplies,Supplies
OFF-PA-10002581,Xerox 1951,Office Supplies,Paper
FUR-FU-10004978,DAX Solid Wood Frames,Furniture,Furnishings
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances
OFF-AR-10003087,Staples in misc. colors,Office Supplies,Art
TEC-PH-10000141,Clearsounds A400,Technology,Phones
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers
OFF-FA-10001229,Staples,Office Supplies,Fasteners
OFF-BI-10002437,Recycled Premium Regency Composition Covers,Office Supplies,Binders
OFF-PA-10004255,Xerox 219,Office Supplies,Paper
OFF-PA-10001184,Xerox 1903,Office Supplies,Paper
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases
TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones
TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,Technology,Machines
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables
OFF-BI-10003784,Computer Printout Index Tabs,Office Supplies,Binders
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances
FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes
OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Office Supplies,Binders
OFF-LA-10000081,Avery 496,Office Supplies,Labels
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper
OFF-PA-10004983,Xerox 23,Office Supplies,Paper
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs
TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories
OFF-LA-10004545,Avery 50,Office Supplies,Labels
OFF-SU-10002557,Fiskars Spring-Action Scissors,Office Supplies,Supplies
TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,Technology,Phones
OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage
OFF-AR-10001473,Newell 313,Office Supplies,Art
TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones
OFF-PA-10002245,Xerox 1895,Office Supplies,Paper
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes
OFF-SU-10000151,High Speed Automatic Electric Letter Opener,Office Supplies,Supplies
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,Technology,Phones
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage
OFF-LA-10004559,Avery 49,Office Supplies,Labels
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances
TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories
OFF-BI-10000829,Avery Non-Stick Binders,Office Supplies,Binders
TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Technology,Phones
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings
TEC-PH-10000369,HTC One Mini,Technology,Phones
TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,Technology,Accessories
FUR-FU-10004909,Contemporary Wood/Metal Frame,Furniture,Furnishings
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases
TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories
OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings
TEC-PH-10004833,Macally Suction Cup Mount,Technology,Phones
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings
FUR-FU-10002045,"Executive Impressions 14""",Furniture,Furnishings
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables
TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones
OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper
TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines
OFF-AR-10003727,Berol Giant Pencil Sharpener,Office Supplies,Art
TEC-AC-10001635,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories
OFF-LA-10003663,Avery 498,Office Supplies,Labels
TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers
TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines
OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs
FUR-FU-10003829,Stackable Trays,Furniture,Furnishings
OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art
FUR-FU-10004977,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings
OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders
OFF-PA-10000223,Xerox 2000,Office Supplies,Paper
OFF-PA-10000062,Green Bar Computer Printout Paper,Office Supplies,Paper
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders
TEC-PH-10002834,Google Nexus 5,Technology,Phones
FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs
OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper
OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders
TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines
TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders
OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper
OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper
TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones
TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,Machines
TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art
OFF-PA-10002319,Xerox 1944,Office Supplies,Paper
OFF-PA-10001246,Xerox 215,Office Supplies,Paper
OFF-PA-10001815,Xerox 1885,Office Supplies,Paper
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings
TEC-PH-10004531,AT&T CL2909,Technology,Phones
TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones
TEC-PH-10002075,AT&T EL51110 DECT,Technology,Phones
TEC-PH-10003691,BlackBerry Q10,Technology,Phones
OFF-SU-10000157,Compact Automatic Electric Letter Opener,Office Supplies,Supplies
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs
OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage
TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories
OFF-BI-10003166,GBC Plasticlear Binding Covers,Office Supplies,Binders
OFF-ST-10004835,Plastic Stacking Crates & Casters,Office Supplies,Storage
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances
TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories
TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners
OFF-PA-10004239,Xerox 1953,Office Supplies,Paper
OFF-PA-10004782,Xerox 228,Office Supplies,Paper
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings
OFF-PA-10003270,Xerox 1954,Office Supplies,Paper
OFF-PA-10002421,Embossed Ink Jet Note Cards,Office Supplies,Paper
OFF-PA-10002923,Xerox 1942,Office Supplies,Paper
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage
OFF-PA-10000520,Xerox 201,Office Supplies,Paper
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings
TEC-PH-10004389,Nokia Lumia 925,Technology,Phones
OFF-SU-10000946,Staple remover,Office Supplies,Supplies
FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper
OFF-PA-10003739,Xerox 1969,Office Supplies,Paper
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper
OFF-EN-10003286,Staple envelope,Office Supplies,Envelopes
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings
TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology,Phones
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings
OFF-PA-10000213,Xerox 198,Office Supplies,Paper
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs
OFF-PA-10003848,Xerox 1997,Office Supplies,Paper
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings
OFF-BI-10004998,VariCap6 Expandable Binder,Office Supplies,Binders
FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings
TEC-MA-10004521,Epson Perfection V600 Photo Scanner,Technology,Machines
OFF-BI-10003655,Durable Pressboard Binders,Office Supplies,Binders
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances
OFF-FA-10002701,Alliance Rubber Bands,Office Supplies,Fasteners
OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art
FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,Envelopes
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs
OFF-AR-10001216,Newell 339,Office Supplies,Art
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables
TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories
TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories
OFF-PA-10001534,Xerox 230,Office Supplies,Paper
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings
TEC-PH-10000526,Vtech CS6719,Technology,Phones
OFF-PA-10001977,Xerox 194,Office Supplies,Paper
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases
OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders
OFF-PA-10002741,Xerox 1980,Office Supplies,Paper
OFF-PA-10001471,Strathmore Photo Frame Cards,Office Supplies,Paper
TEC-MA-10001972,Okidata C331dn Printer,Technology,Machines
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings
TEC-PH-10004980,Aastra 6757i CT Wireless VoIP phone,Technology,Phones
OFF-PA-10004438,Xerox 1907,Office Supplies,Paper
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology,Machines
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders
OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders
OFF-AR-10001615,Newell 34,Office Supplies,Art
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art
OFF-EN-10004773,Staple envelope,Office Supplies,Envelopes
OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders
OFF-ST-10002957,Sterilite Show Offs Storage Containers,Office Supplies,Storage
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners
TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones
OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes
OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,Supplies
OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage
TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Technology,Phones
TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Technology,Phones
OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art
OFF-PA-10004609,Xerox 221,Office Supplies,Paper
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances
TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories
TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines
TEC-PH-10001128,Motorola Droid Maxx,Technology,Phones
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper
TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories
FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,Furnishings
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases
OFF-ST-10004965,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage
OFF-PA-10004610,Xerox 1900,Office Supplies,Paper
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Technology,Phones
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art
OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper
OFF-PA-10003363,Xerox 204,Office Supplies,Paper
TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases
TEC-PH-10004120,AT&T 1080 Phone,Technology,Phones
OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders
TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances
OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels
TEC-PH-10003484,Ooma Telo VoIP Home Phone System,Technology,Phones
OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper
OFF-PA-10000552,Xerox 200,Office Supplies,Paper
TEC-MA-10001148,Okidata MB491 Multifunction Printer,Technology,Machines
OFF-AR-10004062,Staples in misc. colors,Office Supplies,Art
OFF-ST-10000321,Akro Stacking Bins,Office Supplies,Storage
OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art
TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories
TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones
OFF-PA-10004039,Xerox 1882,Office Supplies,Paper
TEC-AC-10004994,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art
OFF-AR-10004269,Newell 31,Office Supplies,Art
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders
OFF-PA-10002195,Xerox 1966,Office Supplies,Paper
OFF-SU-10002522,Acme Kleen Earth Office Shears,Office Supplies,Supplies
TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories
TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings
OFF-SU-10004782,"Elite 5"" Scissors",Office Supplies,Supplies
OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies
OFF-LA-10004409,Avery 492,Office Supplies,Labels
OFF-ST-10001031,Adjustable Personal File Tote,Office Supplies,Storage
OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,Copiers
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings
OFF-ST-10001034,Eldon File Chest Portable File,Office Supplies,Storage
TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories
OFF-SU-10003002,Letter Slitter,Office Supplies,Supplies
TEC-PH-10000730,Samsung Galaxy S4 Active,Technology,Phones
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners
TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories
OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs
OFF-LA-10003537,Avery 515,Office Supplies,Labels
OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper
FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings
OFF-PA-10004733,Things To Do Today Spiral Book,Office Supplies,Paper
TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories
OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings
TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories
TEC-PH-10002789,LG Exalt,Technology,Phones
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,Binders
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,Art
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings
TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories
TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases
TEC-PH-10001619,LG G3,Technology,Phones
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper
OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art
OFF-EN-10001028,Staple envelope,Office Supplies,Envelopes
TEC-PH-10003535,RCA ViSYS 25423RE1 Corded phone,Technology,Phones
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings
OFF-AR-10003481,Newell 348,Office Supplies,Art
OFF-PA-10002606,Xerox 1928,Office Supplies,Paper
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories
TEC-MA-10001016,Canon PC170 Desktop Personal Copier,Technology,Machines
TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings
OFF-PA-10002499,Xerox 1890,Office Supplies,Paper
TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels
OFF-AR-10002766,Prang Drawing Pencil Set,Office Supplies,Art
TEC-PH-10004434,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,Office Supplies,Binders
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases
TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories
