Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID
CA-2014-124429,2014-05-27,2014-05-27,Same Day,MH-17785,92105-000001
CA-2016-150889,2016-03-20,2016-03-22,Second Class,PB-19105,60201-000001
CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,48183-000001
CA-2016-110499,2016-04-07,2016-04-09,First Class,YC-21895,94110-000001
CA-2015-135272,2015-12-07,2015-12-12,Standard Class,MS-17830,90036-000001
CA-2016-140928,2016-09-18,2016-09-22,Standard Class,NB-18655,32216-000001
CA-2014-106803,2014-12-29,2015-01-02,Standard Class,DC-13285,55016-000001
CA-2017-117240,2017-07-23,2017-07-28,Standard Class,CP-12340,10009-000001
CA-2017-133333,2017-09-18,2017-09-22,Standard Class,BF-11020,54302-000001
CA-2015-112319,2015-08-31,2015-09-05,Standard Class,AR-10510,90004-000001
CA-2017-126046,2017-11-03,2017-11-07,Standard Class,JC-16105,30318-000001
CA-2015-114923,2015-02-08,2015-02-13,Standard Class,LH-17020,43229-000001
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,71111-000001
CA-2014-106810,2014-05-14,2014-05-20,Standard Class,AJ-10795,33710-000001
CA-2016-157245,2016-05-19,2016-05-24,Standard Class,LE-16810,22204-000001
CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,50315-000001
CA-2014-165974,2014-06-29,2014-07-06,Standard Class,DL-12865,45231-000001
CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,94110-000001
US-2015-157014,2015-10-03,2015-10-06,Second Class,BM-11785,43229-000001
CA-2015-154921,2015-05-23,2015-05-28,Standard Class,EA-14035,29203-000001
CA-2017-129567,2017-03-17,2017-03-21,Second Class,CL-12565,93534-000001
CA-2015-154620,2015-12-12,2015-12-16,Standard Class,LT-17110,93534-000001
CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,23223-000001
CA-2016-105256,2016-05-20,2016-05-20,Same Day,JK-15730,28806-000001
CA-2014-156433,2014-09-20,2014-09-26,Standard Class,ES-14020,94110-000001
CA-2017-151428,2017-09-21,2017-09-26,Standard Class,RH-19495,55901-000001
CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,14609-000001
CA-2015-101910,2015-11-27,2015-12-03,Standard Class,CD-11920,92530-000001
CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,92105-000001
CA-2016-136133,2016-08-18,2016-08-23,Second Class,HW-14935,10024-000001
CA-2016-115504,2016-03-12,2016-03-17,Standard Class,MC-18130,71203-000001
CA-2017-135783,2017-04-22,2017-04-24,First Class,GM-14440,94122-000001
CA-2014-134313,2014-11-01,2014-11-07,Standard Class,RA-19915,80219-000001
CA-2015-140921,2015-02-03,2015-02-05,First Class,AA-10375,68104-000001
CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,98026-000001
CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,92704-000001
CA-2015-106565,2015-03-20,2015-03-23,First Class,BW-11110,53209-000001
CA-2016-149370,2016-09-15,2016-09-19,Standard Class,DB-13210,19140-000001
CA-2014-140858,2014-06-28,2014-07-02,Standard Class,CA-12775,19140-000001
CA-2017-101434,2017-06-20,2017-06-27,Standard Class,TR-21325,7109-000001
US-2014-102071,2014-05-09,2014-05-15,Standard Class,PG-18820,94110-000001
CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,55044-000001
CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,41042-000001
CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,33614-000001
US-2014-115987,2014-09-08,2014-09-13,Second Class,LH-17020,75701-000001
US-2017-156083,2017-11-04,2017-11-11,Standard Class,JL-15175,38401-000001
US-2016-137547,2016-03-07,2016-03-12,Standard Class,EB-13705,76106-000001
CA-2015-100454,2015-11-20,2015-11-25,Standard Class,BM-11650,10035-000001
CA-2016-161669,2016-11-07,2016-11-09,First Class,EM-14095,90036-000001
CA-2015-114300,2015-10-13,2015-10-17,Standard Class,AF-10885,40214-000001
CA-2017-107503,2017-01-01,2017-01-06,Standard Class,GA-14725,44052-000001
CA-2014-107755,2014-02-07,2014-02-12,Standard Class,CK-12760,7036-000001
CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,93905-000001
CA-2016-113747,2016-05-28,2016-06-04,Standard Class,VD-21670,39212-000001
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,10035-000001
CA-2014-125612,2014-08-03,2014-08-08,Standard Class,BK-11260,10035-000001
CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,8901-000001
CA-2014-133851,2014-06-09,2014-06-16,Standard Class,CM-12445,94122-000001
CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,32216-000001
CA-2014-149020,2014-01-10,2014-01-15,Standard Class,AJ-10780,22153-000001
CA-2016-134362,2016-09-29,2016-10-02,First Class,LS-16945,19140-000001
CA-2014-136742,2014-04-06,2014-04-10,Standard Class,GP-14740,17602-000001
CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,19143-000001
CA-2015-131128,2015-10-19,2015-10-20,First Class,TB-21520,3301-000001
CA-2014-148488,2014-12-10,2014-12-15,Standard Class,SM-20005,10009-000001
CA-2017-114636,2017-08-25,2017-08-29,Standard Class,GA-14725,28205-000001
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,3301-000001
US-2014-158638,2014-09-17,2014-09-21,Standard Class,AG-10765,19120-000001
CA-2017-111689,2017-11-30,2017-12-02,Second Class,HP-14815,10024-000001
CA-2015-129098,2015-10-09,2015-10-13,Standard Class,DK-13090,22153-000001
US-2017-123463,2017-12-23,2017-12-23,Same Day,GZ-14470,94109-000001
CA-2016-165148,2016-10-22,2016-10-24,First Class,PM-19135,48227-000001
CA-2014-134061,2014-04-29,2014-05-04,Standard Class,LL-16840,14609-000001
CA-2015-143602,2015-04-25,2015-04-28,Second Class,JS-15595,90045-000001
CA-2017-115364,2017-06-26,2017-07-02,Standard Class,OT-18730,92105-000001
CA-2017-150707,2017-10-14,2017-10-19,Standard Class,EL-13735,21044-000001
CA-2014-104976,2014-12-09,2014-12-16,Standard Class,CK-12760,94122-000001
CA-2017-132934,2017-06-20,2017-06-26,Standard Class,JE-15475,10801-000001
CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,48227-000001
CA-2016-105494,2016-11-10,2016-11-12,First Class,PC-18745,94122-000001
CA-2016-140634,2016-10-03,2016-10-06,Second Class,HL-15040,77095-000001
CA-2014-144407,2014-09-09,2014-09-15,Standard Class,MS-17365,48227-000001
CA-2017-160983,2017-10-29,2017-10-31,Second Class,GB-14530,13021-000001
US-2016-114622,2016-04-10,2016-04-12,First Class,JR-16210,45503-000001
CA-2017-150959,2017-11-11,2017-11-13,First Class,TD-20995,75043-000001
CA-2017-132353,2017-09-15,2017-09-17,First Class,DB-13060,60653-000001
CA-2016-130477,2016-04-08,2016-04-12,Standard Class,LC-17140,90032-000001
CA-2017-143259,2017-12-30,2018-01-03,Standard Class,PO-18865,10009-000001
CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,49201-000001
CA-2015-133627,2015-05-31,2015-06-07,Standard Class,SC-20050,6360-000001
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,53209-000001
US-2014-141215,2014-06-15,2014-06-21,Standard Class,KL-16555,78207-000001
CA-2016-165218,2016-03-05,2016-03-11,Standard Class,RW-19630,75220-000001
CA-2014-138296,2014-12-05,2014-12-12,Standard Class,RC-19825,22304-000001
CA-2015-111164,2015-04-11,2015-04-15,Standard Class,SE-20110,10009-000001
CA-2016-149797,2016-09-15,2016-09-20,Standard Class,AH-10075,10011-000001
CA-2014-132962,2014-09-13,2014-09-16,First Class,JM-15535,19143-000001
CA-2015-115091,2015-10-05,2015-10-09,Standard Class,JJ-15760,22153-000001
CA-2017-144932,2017-04-14,2017-04-17,First Class,AB-10165,43615-000001
CA-2017-114216,2017-09-02,2017-09-06,Standard Class,RK-19300,19140-000001
CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,19120-000001
US-2017-111745,2017-11-05,2017-11-06,First Class,RA-19885,87401-000001
CA-2015-148250,2015-12-13,2015-12-17,Standard Class,RP-19270,92503-000001
CA-2016-105760,2016-06-19,2016-06-20,First Class,KC-16255,94110-000001
CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,90503-000001
CA-2015-120880,2015-05-29,2015-06-03,Standard Class,JL-15850,98105-000001
US-2015-140200,2015-07-26,2015-07-28,First Class,CA-12775,85204-000001
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,19120-000001
CA-2017-131156,2017-04-03,2017-04-07,Standard Class,KH-16360,19143-000001
CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,78664-000001
CA-2017-119305,2017-11-30,2017-12-04,Standard Class,SW-20275,39212-000001
CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,85023-000001
CA-2015-112571,2015-09-22,2015-09-22,Same Day,DL-12925,92054-000001
CA-2017-152142,2017-11-14,2017-11-19,Standard Class,LW-16990,94110-000001
CA-2015-160059,2015-11-27,2015-12-01,Standard Class,TB-21190,72701-000001
CA-2016-120859,2016-09-01,2016-09-04,First Class,CV-12805,94110-000001
CA-2014-127488,2014-09-22,2014-09-24,Second Class,MS-17365,33433-000001
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,10011-000001
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,19134-000001
US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,10011-000001
US-2017-100209,2017-07-09,2017-07-15,Standard Class,TD-20995,97206-000001
CA-2017-159366,2017-01-07,2017-01-10,First Class,BW-11110,48205-000001
CA-2016-145499,2016-05-30,2016-05-31,First Class,RW-19690,28403-000001
CA-2015-157035,2015-12-09,2015-12-12,First Class,KB-16600,47201-000001
CA-2016-144939,2016-10-03,2016-10-08,Standard Class,EB-13870,10035-000001
CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,80027-000001
CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,77506-000001
CA-2015-146829,2015-03-10,2015-03-10,Same Day,TS-21340,77041-000001
CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,13021-000001
CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,32216-000001
CA-2016-110023,2016-09-09,2016-09-11,First Class,TS-21610,10024-000001
CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,95123-000001
CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,23464-000001
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,42420-000001
CA-2016-155488,2016-11-13,2016-11-17,Standard Class,FM-14290,98661-000001
CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,10024-000001
CA-2015-126445,2015-08-27,2015-08-31,Standard Class,RA-19945,92563-000001
CA-2015-111199,2015-11-13,2015-11-17,Standard Class,JK-15730,28540-000001
CA-2015-105312,2015-11-06,2015-11-09,First Class,MT-17815,85254-000001
US-2017-106705,2017-12-26,2018-01-01,Standard Class,PO-18850,52601-000001
CA-2017-135034,2017-08-01,2017-08-03,First Class,AT-10735,60653-000001
CA-2014-158540,2014-11-24,2014-11-26,First Class,VG-21790,92037-000001
CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,98502-000001
US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,98103-000001
CA-2015-133025,2015-09-17,2015-09-19,Second Class,MO-17800,90036-000001
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,10011-000001
CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,20016-000001
CA-2015-167269,2015-06-16,2015-06-20,Standard Class,PB-19150,19134-000001
CA-2017-106964,2017-12-17,2017-12-20,First Class,HR-14770,90045-000001
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,45503-000001
CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,7601-000001
CA-2016-109820,2016-11-20,2016-11-22,First Class,AG-10390,45231-000001
CA-2016-113061,2016-04-22,2016-04-26,Standard Class,EL-13735,65109-000001
CA-2015-127418,2015-06-13,2015-06-14,First Class,JJ-15445,90004-000001
CA-2017-121818,2017-11-20,2017-11-21,First Class,JH-15430,27217-000001
CA-2016-127670,2016-03-20,2016-03-24,Standard Class,RD-19660,63376-000001
CA-2016-102981,2016-09-06,2016-09-09,Second Class,MO-17500,10035-000001
CA-2017-115651,2017-07-09,2017-07-12,First Class,NS-18640,60610-000001
CA-2017-152702,2017-10-12,2017-10-16,Standard Class,SN-20710,61107-000001
CA-2016-169103,2016-03-08,2016-03-13,Standard Class,ZC-21910,33142-000001
CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,94109-000001
US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,19134-000001
CA-2015-110667,2015-04-04,2015-04-08,Standard Class,NF-18595,10009-000001
CA-2017-167150,2017-12-10,2017-12-17,Standard Class,BP-11185,92037-000001
CA-2016-105284,2016-11-24,2016-12-01,Standard Class,MG-17650,19143-000001
US-2015-125374,2015-03-23,2015-03-29,Standard Class,JD-16060,77095-000001
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,43615-000001
CA-2016-157686,2016-10-01,2016-10-02,First Class,BD-11620,94122-000001
US-2017-139955,2017-09-28,2017-09-30,Second Class,CM-12160,78521-000001
US-2015-150161,2015-07-25,2015-07-29,Standard Class,RB-19795,19143-000001
CA-2015-144652,2015-11-20,2015-11-26,Standard Class,SN-20560,90008-000001
CA-2016-152814,2016-04-28,2016-05-02,Standard Class,EH-14005,80219-000001
CA-2017-106943,2017-11-14,2017-11-19,Standard Class,FO-14305,10035-000001
CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,85204-000001
CA-2016-161781,2016-09-29,2016-09-30,First Class,CC-12100,47201-000001
CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,98105-000001
CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,48227-000001
US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,10701-000001
CA-2016-167584,2016-08-12,2016-08-12,Same Day,LC-16870,50315-000001
CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,94601-000001
CA-2017-158407,2017-06-04,2017-06-10,Standard Class,LW-16990,28110-000001
CA-2015-143490,2015-12-06,2015-12-13,Standard Class,NP-18325,92105-000001
CA-2015-165085,2015-12-27,2015-12-31,Standard Class,BT-11485,20735-000001
CA-2017-160423,2017-01-21,2017-01-26,Standard Class,PS-19045,28205-000001
CA-2014-159338,2014-06-25,2014-06-28,First Class,NS-18640,90049-000001
CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,94122-000001
US-2017-145863,2017-04-21,2017-04-27,Standard Class,RP-19390,77041-000001
CA-2016-112340,2016-10-21,2016-10-27,Standard Class,NM-18520,92503-000001
US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,77041-000001
CA-2017-140585,2017-12-18,2017-12-23,Second Class,RA-19915,92024-000002
CA-2016-144855,2016-07-22,2016-07-24,Second Class,DL-13495,94110-000001
CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,30076-000001
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,72401-000001
CA-2015-105970,2015-03-02,2015-03-07,Standard Class,PA-19060,47374-000001
CA-2016-112102,2016-04-12,2016-04-16,Standard Class,BD-11605,22153-000001
US-2016-114776,2016-12-06,2016-12-07,First Class,GG-14650,94509-000001
US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,19134-000001
US-2016-148803,2016-12-11,2016-12-11,Same Day,LR-16915,33030-000001
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,46350-000001
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,90045-000001
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,48911-000001
CA-2015-113971,2015-05-08,2015-05-14,Standard Class,CB-12535,44221-000001
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,89502-000001
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,22801-000001
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,90004-000001
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,55407-000001
CA-2014-126522,2014-09-01,2014-09-05,Second Class,LT-16765,92025-000001
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,10035-000001
CA-2014-117709,2014-05-04,2014-05-08,Standard Class,PM-18940,49201-000001
CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,98115-000001
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,10035-000001
US-2014-100279,2014-03-10,2014-03-14,Standard Class,SW-20275,48073-000001
CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,90008-000001
US-2015-104430,2015-10-22,2015-10-26,Standard Class,LT-17110,61701-000001
CA-2015-132080,2015-08-22,2015-08-25,First Class,DP-13105,10035-000001
CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,3301-000001
CA-2014-120243,2014-12-27,2014-12-30,Second Class,AT-10435,90004-000001
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,20852-000001
CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,77070-000001
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,8701-000001
CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,28540-000001
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,98103-000001
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,90036-000001
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,33065-000001
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,77041-000001
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,80219-000001
CA-2017-133235,2017-08-01,2017-08-04,First Class,LH-16750,28205-000001
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,10009-000001
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,19134-000001
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,BF-11170,90036-000001
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,10024-000001
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,ZC-21910,90045-000001
CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,14215-000001
CA-2016-153682,2016-05-30,2016-06-01,First Class,BG-11695,45231-000001
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,33437-000001
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,98105-000001
CA-2016-128727,2016-08-29,2016-09-04,Standard Class,MO-17800,10024-000001
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,10009-000001
CA-2017-133641,2017-05-14,2017-05-21,Standard Class,EJ-14155,39503-000001
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,93727-000001
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,10009-000001
CA-2015-154956,2015-07-04,2015-07-09,Standard Class,IM-15070,53209-000001
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,19013-000001
US-2016-168620,2016-12-24,2016-12-28,Second Class,RB-19795,28205-000001
CA-2017-117079,2017-10-23,2017-10-27,Standard Class,JR-15700,32216-000001
US-2016-144393,2016-10-28,2016-11-04,Standard Class,SM-20950,27834-000001
CA-2017-105053,2017-07-07,2017-07-09,Second Class,CS-12355,11561-000001
CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,46350-000001
CA-2017-110380,2017-09-02,2017-09-07,Standard Class,PF-19225,94122-000001
US-2014-167738,2014-12-24,2014-12-29,Standard Class,JC-16105,90045-000001
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,BG-11695,80027-000001
CA-2017-100426,2017-06-04,2017-06-08,Standard Class,DC-12850,35630-000001
US-2016-103646,2016-04-21,2016-04-26,Standard Class,SP-20545,60623-000001
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,76106-000001
CA-2016-148698,2016-05-02,2016-05-07,Standard Class,BD-11770,77070-000001
CA-2014-163293,2014-09-08,2014-09-11,First Class,KC-16255,31204-000001
CA-2016-160815,2016-09-05,2016-09-06,First Class,TR-21325,52402-000001
CA-2017-122154,2017-04-09,2017-04-11,First Class,SA-20830,32216-000001
US-2015-149692,2015-12-06,2015-12-12,Standard Class,KW-16435,78745-000001
CA-2016-119445,2016-06-26,2016-07-03,Standard Class,GM-14500,2908-000001
CA-2015-124268,2015-07-04,2015-07-08,Standard Class,AD-10180,10035-000001
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,10009-000001
CA-2016-163384,2016-11-10,2016-11-12,First Class,CC-12430,94122-000001
CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,92105-000001
CA-2015-138898,2015-05-25,2015-05-29,Standard Class,JH-16180,81001-000001
CA-2017-115427,2017-12-30,2018-01-03,Standard Class,EB-13975,94533-000001
CA-2016-134425,2016-12-08,2016-12-12,Second Class,QJ-19255,55106-000001
CA-2015-121391,2015-10-04,2015-10-07,First Class,AA-10315,94109-000001
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,22153-000001
CA-2015-115847,2015-09-19,2015-09-24,Second Class,TC-21535,22204-000001
US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,31907-000001
CA-2016-101966,2016-07-14,2016-07-16,Second Class,BM-11785,77036-000001
